feedback_id,employee_id,department,feedback_date,feedback_text,rating,sentiment
FB7721,EMP7721,Customer Support,2025-07-28,Communication from leadership is very poor.,2,Negative
FB7722,EMP7722,Sales,2025-08-27,Communication from leadership is very poor.,1,Negative
FB7723,EMP7723,Customer Support,2024-11-05,The compensation is below market average.,1,Negative
FB7724,EMP7724,IT,2025-07-24,The tools we use are outdated and slow.,2,Negative
FB7725,EMP7725,Marketing,2024-01-31,I feel very appreciated by my manager.,4,Positive
FB7726,EMP7726,Sales,2025-02-11,Great work-life balance and excellent benefits.,5,Positive
FB7727,EMP7727,Finance,2024-09-12,I love the culture and the projects I am working on.,5,Positive
FB7728,EMP7728,IT,2024-08-09,I love the culture and the projects I am working on.,4,Positive
FB7729,EMP7729,Marketing,2024-12-10,"Management is alright, some good days and bad days.",3,Neutral
FB7730,EMP7730,IT,2025-12-03,"The work is okay, typical corporate environment.",3,Neutral
FB7731,EMP7731,HR,2024-03-31,I feel very appreciated by my manager.,4,Positive
FB7732,EMP7732,Sales,2025-06-21,"I really enjoy working here, the team is great.",4,Positive
FB7733,EMP7733,Operations,2025-03-06,I feel very appreciated by my manager.,5,Positive
FB7734,EMP7734,HR,2024-05-24,The compensation is below market average.,1,Negative
FB7735,EMP7735,Engineering,2025-02-18,"Management is alright, some good days and bad days.",3,Neutral
FB7736,EMP7736,Customer Support,2024-09-21,The workload is too heavy and I feel burned out.,1,Negative
FB7737,EMP7737,Engineering,2025-04-24,"Management is alright, some good days and bad days.",3,Neutral
FB7738,EMP7738,IT,2025-05-16,"Poor work-life balance, too much overtime required.",1,Negative
FB7739,EMP7739,Sales,2025-07-27,The office environment is adequate.,3,Neutral
FB7740,EMP7740,IT,2025-07-16,"Steady work, but not very exciting.",3,Neutral
FB7741,EMP7741,Engineering,2024-02-24,"Just doing my daily tasks, things are normal.",3,Neutral
FB7742,EMP7742,HR,2025-08-11,Lack of career progression and training.,2,Negative
FB7743,EMP7743,Marketing,2024-07-29,"The benefits are fine, but could be better.",3,Neutral
FB7744,EMP7744,IT,2025-12-28,"Steady work, but not very exciting.",3,Neutral
FB7745,EMP7745,IT,2025-03-21,I love the culture and the projects I am working on.,5,Positive
FB7746,EMP7746,HR,2025-04-11,"The benefits are fine, but could be better.",3,Neutral
FB7747,EMP7747,Engineering,2025-01-26,The tools we use are outdated and slow.,1,Negative
FB7748,EMP7748,Customer Support,2025-03-03,I love the culture and the projects I am working on.,4,Positive
FB7749,EMP7749,Engineering,2024-04-16,The office environment is adequate.,3,Neutral
FB7750,EMP7750,Operations,2025-04-13,I don't feel valued for the work I do.,1,Negative
FB7751,EMP7751,Marketing,2025-04-12,Amazing opportunities for growth and learning.,5,Positive
FB7752,EMP7752,Marketing,2024-06-27,Amazing opportunities for growth and learning.,5,Positive
FB7753,EMP7753,Marketing,2024-03-03,Communication from leadership is very poor.,1,Negative
FB7754,EMP7754,Customer Support,2025-10-06,Amazing opportunities for growth and learning.,4,Positive
FB7755,EMP7755,Finance,2025-10-14,"Management is alright, some good days and bad days.",3,Neutral
FB7756,EMP7756,Operations,2024-01-25,Lack of career progression and training.,1,Negative
FB7757,EMP7757,HR,2024-06-19,"It's a standard job, nothing special to report.",3,Neutral
FB7758,EMP7758,Sales,2024-08-20,The management is very supportive and I feel valued.,4,Positive
FB7759,EMP7759,Operations,2025-12-08,Average workplace experience overall.,3,Neutral
FB7760,EMP7760,Marketing,2024-04-24,The new training program was very helpful.,5,Positive
FB7761,EMP7761,HR,2025-09-24,"Management is alright, some good days and bad days.",3,Neutral
FB7762,EMP7762,IT,2024-08-29,Lack of career progression and training.,2,Negative
FB7763,EMP7763,IT,2025-09-10,Average workplace experience overall.,3,Neutral
FB7764,EMP7764,IT,2024-02-16,"Management is alright, some good days and bad days.",3,Neutral
FB7765,EMP7765,HR,2024-06-13,"The benefits are fine, but could be better.",3,Neutral
FB7766,EMP7766,Operations,2024-02-20,The management is very supportive and I feel valued.,5,Positive
FB7767,EMP7767,Operations,2024-01-23,Great work-life balance and excellent benefits.,5,Positive
FB7768,EMP7768,Marketing,2024-04-03,"Steady work, but not very exciting.",3,Neutral
FB7769,EMP7769,Engineering,2024-10-12,I love the culture and the projects I am working on.,4,Positive
FB7770,EMP7770,Customer Support,2024-11-19,The new training program was very helpful.,4,Positive
FB7771,EMP7771,Sales,2024-02-02,"Poor work-life balance, too much overtime required.",1,Negative
FB7772,EMP7772,HR,2024-03-20,"It's a standard job, nothing special to report.",3,Neutral
FB7773,EMP7773,HR,2025-03-19,I feel very appreciated by my manager.,5,Positive
FB7774,EMP7774,Sales,2024-05-18,I don't feel valued for the work I do.,1,Negative
FB7775,EMP7775,HR,2024-10-16,Amazing opportunities for growth and learning.,5,Positive
FB7776,EMP7776,Customer Support,2024-10-31,Lack of career progression and training.,1,Negative
FB7777,EMP7777,IT,2024-11-11,I don't feel valued for the work I do.,1,Negative
FB7778,EMP7778,Engineering,2024-01-01,Amazing opportunities for growth and learning.,5,Positive
FB7779,EMP7779,Operations,2024-01-28,"Just doing my daily tasks, things are normal.",3,Neutral
FB7780,EMP7780,Finance,2025-09-24,The office environment is adequate.,3,Neutral
FB7781,EMP7781,HR,2024-02-02,I love the culture and the projects I am working on.,5,Positive
FB7782,EMP7782,Customer Support,2024-08-21,Communication from leadership is very poor.,1,Negative
FB7783,EMP7783,Engineering,2025-04-24,The new training program was very helpful.,4,Positive
FB7784,EMP7784,IT,2024-05-10,The workload is too heavy and I feel burned out.,1,Negative
FB7785,EMP7785,IT,2024-05-13,I don't feel valued for the work I do.,2,Negative
FB7786,EMP7786,IT,2024-11-06,"It's a standard job, nothing special to report.",3,Neutral
FB7787,EMP7787,Customer Support,2025-04-14,Amazing opportunities for growth and learning.,5,Positive
FB7788,EMP7788,Engineering,2024-06-14,The management is very supportive and I feel valued.,4,Positive
FB7789,EMP7789,HR,2024-11-05,Lack of career progression and training.,2,Negative
FB7790,EMP7790,Marketing,2024-06-02,"The benefits are fine, but could be better.",3,Neutral
FB7791,EMP7791,Engineering,2024-11-06,"Just doing my daily tasks, things are normal.",3,Neutral
FB7792,EMP7792,Customer Support,2024-08-17,"The work is okay, typical corporate environment.",3,Neutral
FB7793,EMP7793,Marketing,2024-02-24,Communication from leadership is very poor.,2,Negative
FB7794,EMP7794,Sales,2024-12-26,"Poor work-life balance, too much overtime required.",2,Negative
FB7795,EMP7795,Operations,2025-02-13,The new training program was very helpful.,4,Positive
FB7796,EMP7796,Sales,2025-08-23,Management doesn't listen to our concerns.,1,Negative
FB7797,EMP7797,Engineering,2025-03-03,"It's a standard job, nothing special to report.",3,Neutral
FB7798,EMP7798,HR,2025-12-03,"Poor work-life balance, too much overtime required.",2,Negative
FB7799,EMP7799,Sales,2025-11-05,"Steady work, but not very exciting.",3,Neutral
FB7800,EMP7800,Finance,2024-01-21,"Management is alright, some good days and bad days.",3,Neutral
FB7801,EMP7801,IT,2024-11-22,"Just doing my daily tasks, things are normal.",3,Neutral
FB7802,EMP7802,Operations,2025-10-23,Collaborative environment and friendly colleagues.,5,Positive
FB7803,EMP7803,Engineering,2025-07-05,Great work-life balance and excellent benefits.,5,Positive
FB7804,EMP7804,Engineering,2024-03-04,"Just doing my daily tasks, things are normal.",3,Neutral
FB7805,EMP7805,Finance,2025-07-28,"I really enjoy working here, the team is great.",4,Positive
FB7806,EMP7806,Engineering,2024-05-25,Lack of career progression and training.,2,Negative
FB7807,EMP7807,Engineering,2024-07-25,"I really enjoy working here, the team is great.",5,Positive
FB7808,EMP7808,Operations,2024-02-29,The tools we use are outdated and slow.,2,Negative
FB7809,EMP7809,Operations,2024-01-30,"It's a standard job, nothing special to report.",3,Neutral
FB7810,EMP7810,Sales,2025-02-12,The workload is too heavy and I feel burned out.,2,Negative
FB7811,EMP7811,Operations,2025-04-21,I feel very appreciated by my manager.,4,Positive
FB7812,EMP7812,Engineering,2025-08-04,Collaborative environment and friendly colleagues.,5,Positive
FB7813,EMP7813,Customer Support,2025-09-08,Management doesn't listen to our concerns.,1,Negative
FB7814,EMP7814,Marketing,2024-06-25,The management is very supportive and I feel valued.,5,Positive
FB7815,EMP7815,Operations,2025-11-29,"The work is okay, typical corporate environment.",3,Neutral
FB7816,EMP7816,Finance,2025-05-29,"Steady work, but not very exciting.",3,Neutral
FB7817,EMP7817,IT,2024-10-19,Communication from leadership is very poor.,1,Negative
FB7818,EMP7818,Sales,2025-02-06,"Steady work, but not very exciting.",3,Neutral
FB7819,EMP7819,Sales,2024-07-24,Management doesn't listen to our concerns.,2,Negative
FB7820,EMP7820,Customer Support,2025-08-16,I don't feel valued for the work I do.,1,Negative
FB7821,EMP7821,IT,2024-12-04,The new training program was very helpful.,4,Positive
FB7822,EMP7822,Sales,2024-12-10,"It's a standard job, nothing special to report.",3,Neutral
FB7823,EMP7823,Sales,2024-12-15,Management doesn't listen to our concerns.,1,Negative
FB7824,EMP7824,Customer Support,2025-01-26,Communication from leadership is very poor.,1,Negative
FB7825,EMP7825,Operations,2024-09-16,"The benefits are fine, but could be better.",3,Neutral
FB7826,EMP7826,Finance,2024-06-25,The compensation is below market average.,1,Negative
FB7827,EMP7827,Sales,2024-05-28,I feel very appreciated by my manager.,4,Positive
FB7828,EMP7828,Marketing,2025-02-04,"I really enjoy working here, the team is great.",5,Positive
FB7829,EMP7829,Engineering,2024-01-02,The workload is too heavy and I feel burned out.,1,Negative
FB7830,EMP7830,Engineering,2025-11-15,Average workplace experience overall.,3,Neutral
FB7831,EMP7831,Customer Support,2025-06-29,Great work-life balance and excellent benefits.,5,Positive
FB7832,EMP7832,Sales,2024-04-27,I love the culture and the projects I am working on.,4,Positive
FB7833,EMP7833,Engineering,2025-04-03,Management doesn't listen to our concerns.,1,Negative
FB7834,EMP7834,Customer Support,2025-01-14,The workload is too heavy and I feel burned out.,2,Negative
FB7835,EMP7835,Customer Support,2025-09-07,"It's a standard job, nothing special to report.",3,Neutral
FB7836,EMP7836,Customer Support,2025-04-17,Lack of career progression and training.,2,Negative
FB7837,EMP7837,Marketing,2025-12-20,Great work-life balance and excellent benefits.,5,Positive
FB7838,EMP7838,Operations,2024-01-04,"The work is okay, typical corporate environment.",3,Neutral
FB7839,EMP7839,Customer Support,2024-04-29,I don't feel valued for the work I do.,2,Negative
FB7840,EMP7840,Sales,2025-11-03,The tools we use are outdated and slow.,2,Negative
FB7841,EMP7841,HR,2024-04-04,"Management is alright, some good days and bad days.",3,Neutral
FB7842,EMP7842,Operations,2025-08-09,"Poor work-life balance, too much overtime required.",1,Negative
FB7843,EMP7843,Finance,2024-01-05,"I really enjoy working here, the team is great.",4,Positive
FB7844,EMP7844,HR,2025-06-01,Lack of career progression and training.,1,Negative
FB7845,EMP7845,Operations,2024-02-13,Amazing opportunities for growth and learning.,5,Positive
FB7846,EMP7846,Engineering,2024-10-13,"The benefits are fine, but could be better.",3,Neutral
FB7847,EMP7847,Operations,2025-04-13,Lack of career progression and training.,2,Negative
FB7848,EMP7848,Finance,2025-09-06,"I really enjoy working here, the team is great.",5,Positive
FB7849,EMP7849,Customer Support,2024-11-02,I love the culture and the projects I am working on.,5,Positive
FB7850,EMP7850,IT,2025-08-17,Great work-life balance and excellent benefits.,4,Positive
FB7851,EMP7851,Sales,2025-10-19,"Steady work, but not very exciting.",3,Neutral
FB7852,EMP7852,Sales,2024-02-14,"It's a standard job, nothing special to report.",3,Neutral
FB7853,EMP7853,HR,2024-12-29,The office environment is adequate.,3,Neutral
FB7854,EMP7854,Sales,2024-03-30,The new training program was very helpful.,4,Positive
FB7855,EMP7855,Customer Support,2025-01-16,The office environment is adequate.,3,Neutral
FB7856,EMP7856,Engineering,2025-06-16,Amazing opportunities for growth and learning.,5,Positive
FB7857,EMP7857,Marketing,2024-10-16,Communication from leadership is very poor.,2,Negative
FB7858,EMP7858,Finance,2025-06-13,The tools we use are outdated and slow.,1,Negative
FB7859,EMP7859,IT,2025-06-19,I don't feel valued for the work I do.,1,Negative
FB7860,EMP7860,Customer Support,2025-06-03,I love the culture and the projects I am working on.,4,Positive
FB7861,EMP7861,Finance,2024-05-13,The office environment is adequate.,3,Neutral
FB7862,EMP7862,Operations,2025-01-16,Communication from leadership is very poor.,2,Negative
FB7863,EMP7863,Engineering,2025-06-02,Collaborative environment and friendly colleagues.,5,Positive
FB7864,EMP7864,Finance,2025-12-19,"Just doing my daily tasks, things are normal.",3,Neutral
FB7865,EMP7865,Engineering,2024-03-11,The tools we use are outdated and slow.,2,Negative
FB7866,EMP7866,Customer Support,2024-07-08,"Steady work, but not very exciting.",3,Neutral
FB7867,EMP7867,IT,2024-02-28,The workload is too heavy and I feel burned out.,2,Negative
FB7868,EMP7868,Marketing,2025-10-28,Lack of career progression and training.,1,Negative
FB7869,EMP7869,Engineering,2025-11-06,"The work is okay, typical corporate environment.",3,Neutral
FB7870,EMP7870,IT,2025-11-01,The office environment is adequate.,3,Neutral
FB7871,EMP7871,Customer Support,2024-07-10,"Just doing my daily tasks, things are normal.",3,Neutral
FB7872,EMP7872,IT,2025-04-23,Amazing opportunities for growth and learning.,4,Positive
FB7873,EMP7873,Engineering,2024-06-16,The new training program was very helpful.,4,Positive
FB7874,EMP7874,Operations,2024-11-30,"Management is alright, some good days and bad days.",3,Neutral
FB7875,EMP7875,HR,2025-06-03,The compensation is below market average.,1,Negative
FB7876,EMP7876,Engineering,2024-05-05,"Just doing my daily tasks, things are normal.",3,Neutral
FB7877,EMP7877,Finance,2025-10-21,The new training program was very helpful.,5,Positive
FB7878,EMP7878,Finance,2024-03-15,"I really enjoy working here, the team is great.",4,Positive
FB7879,EMP7879,Engineering,2024-10-10,The office environment is adequate.,3,Neutral
FB7880,EMP7880,Operations,2024-04-18,I feel very appreciated by my manager.,5,Positive
FB7881,EMP7881,Operations,2025-03-16,The tools we use are outdated and slow.,1,Negative
FB7882,EMP7882,Marketing,2025-06-10,I feel very appreciated by my manager.,4,Positive
FB7883,EMP7883,IT,2025-08-02,Communication from leadership is very poor.,2,Negative
FB7884,EMP7884,Marketing,2024-12-14,Collaborative environment and friendly colleagues.,5,Positive
FB7885,EMP7885,HR,2024-02-08,"The work is okay, typical corporate environment.",3,Neutral
FB7886,EMP7886,HR,2025-02-16,Collaborative environment and friendly colleagues.,5,Positive
FB7887,EMP7887,Operations,2024-12-24,Management doesn't listen to our concerns.,1,Negative
FB7888,EMP7888,Customer Support,2025-03-29,The management is very supportive and I feel valued.,4,Positive
FB7889,EMP7889,IT,2024-07-13,Management doesn't listen to our concerns.,2,Negative
FB7890,EMP7890,Finance,2024-04-20,Great work-life balance and excellent benefits.,5,Positive
FB7891,EMP7891,Sales,2024-08-23,Great work-life balance and excellent benefits.,4,Positive
FB7892,EMP7892,Sales,2024-06-26,"Steady work, but not very exciting.",3,Neutral
FB7893,EMP7893,Operations,2025-07-04,Amazing opportunities for growth and learning.,5,Positive
FB7894,EMP7894,HR,2024-12-13,"It's a standard job, nothing special to report.",3,Neutral
FB7895,EMP7895,Marketing,2024-03-31,The workload is too heavy and I feel burned out.,1,Negative
FB7896,EMP7896,Sales,2024-12-02,"Management is alright, some good days and bad days.",3,Neutral
FB7897,EMP7897,Marketing,2025-01-18,The office environment is adequate.,3,Neutral
FB7898,EMP7898,Engineering,2024-05-21,"Management is alright, some good days and bad days.",3,Neutral
FB7899,EMP7899,Finance,2025-07-31,The workload is too heavy and I feel burned out.,2,Negative
FB7900,EMP7900,Sales,2025-04-21,I love the culture and the projects I am working on.,5,Positive
FB7901,EMP7901,Customer Support,2024-09-28,I feel very appreciated by my manager.,5,Positive
FB7902,EMP7902,Engineering,2025-10-02,"Just doing my daily tasks, things are normal.",3,Neutral
FB7903,EMP7903,HR,2024-05-14,The office environment is adequate.,3,Neutral
FB7904,EMP7904,IT,2025-06-16,"Poor work-life balance, too much overtime required.",2,Negative
FB7905,EMP7905,Finance,2025-02-04,"Just doing my daily tasks, things are normal.",3,Neutral
FB7906,EMP7906,Engineering,2025-02-25,I don't feel valued for the work I do.,2,Negative
FB7907,EMP7907,Operations,2025-05-01,Communication from leadership is very poor.,1,Negative
FB7908,EMP7908,IT,2025-04-24,Average workplace experience overall.,3,Neutral
FB7909,EMP7909,IT,2024-04-29,"Steady work, but not very exciting.",3,Neutral
FB7910,EMP7910,Engineering,2025-10-21,Communication from leadership is very poor.,2,Negative
FB7911,EMP7911,Customer Support,2025-09-09,Average workplace experience overall.,3,Neutral
FB7912,EMP7912,Customer Support,2024-02-15,The compensation is below market average.,2,Negative
FB7913,EMP7913,Sales,2024-06-26,Lack of career progression and training.,2,Negative
FB7914,EMP7914,HR,2024-07-17,Great work-life balance and excellent benefits.,5,Positive
FB7915,EMP7915,Sales,2024-07-11,Management doesn't listen to our concerns.,1,Negative
FB7916,EMP7916,Operations,2025-12-23,"Poor work-life balance, too much overtime required.",2,Negative
FB7917,EMP7917,Operations,2025-01-22,"Management is alright, some good days and bad days.",3,Neutral
FB7918,EMP7918,IT,2025-07-27,I feel very appreciated by my manager.,5,Positive
FB7919,EMP7919,Sales,2024-06-01,The workload is too heavy and I feel burned out.,1,Negative
FB7920,EMP7920,Finance,2025-07-19,Average workplace experience overall.,3,Neutral
FB7921,EMP7921,Sales,2025-12-17,The new training program was very helpful.,4,Positive
FB7922,EMP7922,IT,2025-04-02,"Poor work-life balance, too much overtime required.",2,Negative
FB7923,EMP7923,HR,2025-06-27,Great work-life balance and excellent benefits.,5,Positive
FB7924,EMP7924,Sales,2024-03-04,I feel very appreciated by my manager.,5,Positive
FB7925,EMP7925,Engineering,2025-07-14,"The benefits are fine, but could be better.",3,Neutral
FB7926,EMP7926,Operations,2025-12-24,"Just doing my daily tasks, things are normal.",3,Neutral
FB7927,EMP7927,Marketing,2025-08-04,I feel very appreciated by my manager.,5,Positive
FB7928,EMP7928,HR,2025-04-15,"Management is alright, some good days and bad days.",3,Neutral
FB7929,EMP7929,Marketing,2024-01-26,The workload is too heavy and I feel burned out.,1,Negative
FB7930,EMP7930,Customer Support,2025-05-24,"The work is okay, typical corporate environment.",3,Neutral
FB7931,EMP7931,HR,2025-10-14,I love the culture and the projects I am working on.,5,Positive
FB7932,EMP7932,HR,2025-08-19,Amazing opportunities for growth and learning.,4,Positive
FB7933,EMP7933,Engineering,2024-11-12,Average workplace experience overall.,3,Neutral
FB7934,EMP7934,HR,2025-05-18,"I really enjoy working here, the team is great.",4,Positive
FB7935,EMP7935,Engineering,2024-06-10,"Management is alright, some good days and bad days.",3,Neutral
FB7936,EMP7936,Marketing,2024-02-25,Management doesn't listen to our concerns.,2,Negative
FB7937,EMP7937,IT,2024-12-17,The management is very supportive and I feel valued.,4,Positive
FB7938,EMP7938,Engineering,2024-05-16,Lack of career progression and training.,1,Negative
FB7939,EMP7939,Marketing,2025-08-30,The tools we use are outdated and slow.,2,Negative
FB7940,EMP7940,IT,2024-04-01,I don't feel valued for the work I do.,2,Negative
FB7941,EMP7941,IT,2025-05-21,I love the culture and the projects I am working on.,5,Positive
FB7942,EMP7942,HR,2025-04-19,Management doesn't listen to our concerns.,1,Negative
FB7943,EMP7943,Customer Support,2024-12-26,Average workplace experience overall.,3,Neutral
FB7944,EMP7944,Marketing,2025-10-18,"Steady work, but not very exciting.",3,Neutral
FB7945,EMP7945,Customer Support,2024-02-04,The compensation is below market average.,2,Negative
FB7946,EMP7946,Marketing,2025-07-06,Great work-life balance and excellent benefits.,5,Positive
FB7947,EMP7947,Engineering,2025-01-30,The tools we use are outdated and slow.,1,Negative
FB7948,EMP7948,Operations,2024-08-23,Lack of career progression and training.,1,Negative
FB7949,EMP7949,HR,2025-09-26,"Steady work, but not very exciting.",3,Neutral
FB7950,EMP7950,Engineering,2024-05-27,Great work-life balance and excellent benefits.,4,Positive
FB7951,EMP7951,Engineering,2025-05-24,"Management is alright, some good days and bad days.",3,Neutral
FB7952,EMP7952,Finance,2025-04-13,"The work is okay, typical corporate environment.",3,Neutral
FB7953,EMP7953,Operations,2025-02-11,The new training program was very helpful.,4,Positive
FB7954,EMP7954,HR,2025-08-27,"I really enjoy working here, the team is great.",5,Positive
FB7955,EMP7955,Engineering,2025-10-15,The compensation is below market average.,1,Negative
FB7956,EMP7956,Customer Support,2025-07-29,Lack of career progression and training.,2,Negative
FB7957,EMP7957,Sales,2024-09-14,Management doesn't listen to our concerns.,1,Negative
FB7958,EMP7958,Operations,2024-07-11,I don't feel valued for the work I do.,2,Negative
FB7959,EMP7959,Sales,2024-05-07,The compensation is below market average.,2,Negative
FB7960,EMP7960,Engineering,2024-04-21,"Poor work-life balance, too much overtime required.",1,Negative
FB7961,EMP7961,Engineering,2024-06-18,The tools we use are outdated and slow.,2,Negative
FB7962,EMP7962,Customer Support,2024-10-20,The compensation is below market average.,1,Negative
FB7963,EMP7963,HR,2025-10-09,"I really enjoy working here, the team is great.",5,Positive
FB7964,EMP7964,Engineering,2024-02-17,The management is very supportive and I feel valued.,4,Positive
FB7965,EMP7965,Customer Support,2025-09-18,I don't feel valued for the work I do.,1,Negative
FB7966,EMP7966,Sales,2025-11-03,"Steady work, but not very exciting.",3,Neutral
FB7967,EMP7967,Finance,2025-07-09,The workload is too heavy and I feel burned out.,1,Negative
FB7968,EMP7968,Operations,2025-01-31,The compensation is below market average.,1,Negative
FB7969,EMP7969,HR,2025-11-18,"I really enjoy working here, the team is great.",5,Positive
FB7970,EMP7970,Finance,2024-01-06,"Management is alright, some good days and bad days.",3,Neutral
FB7971,EMP7971,Sales,2025-10-30,"Management is alright, some good days and bad days.",3,Neutral
FB7972,EMP7972,Sales,2024-09-14,The management is very supportive and I feel valued.,5,Positive
FB7973,EMP7973,Sales,2024-09-08,I love the culture and the projects I am working on.,5,Positive
FB7974,EMP7974,Sales,2025-02-12,The tools we use are outdated and slow.,1,Negative
FB7975,EMP7975,HR,2025-03-01,"The benefits are fine, but could be better.",3,Neutral
FB7976,EMP7976,Sales,2025-06-26,"The work is okay, typical corporate environment.",3,Neutral
FB7977,EMP7977,Engineering,2025-09-03,The compensation is below market average.,1,Negative
FB7978,EMP7978,Marketing,2025-07-31,The compensation is below market average.,2,Negative
FB7979,EMP7979,HR,2024-11-27,"The work is okay, typical corporate environment.",3,Neutral
FB7980,EMP7980,Finance,2025-05-20,Great work-life balance and excellent benefits.,4,Positive
FB7981,EMP7981,IT,2024-01-20,"The work is okay, typical corporate environment.",3,Neutral
FB7982,EMP7982,Finance,2024-10-17,The compensation is below market average.,2,Negative
FB7983,EMP7983,Operations,2024-04-29,Collaborative environment and friendly colleagues.,5,Positive
FB7984,EMP7984,Sales,2024-04-17,I don't feel valued for the work I do.,2,Negative
FB7985,EMP7985,Finance,2025-06-12,Average workplace experience overall.,3,Neutral
FB7986,EMP7986,Sales,2025-01-11,I don't feel valued for the work I do.,1,Negative
FB7987,EMP7987,Finance,2024-08-20,I feel very appreciated by my manager.,5,Positive
FB7988,EMP7988,HR,2024-11-30,Collaborative environment and friendly colleagues.,5,Positive
FB7989,EMP7989,HR,2025-03-09,"Management is alright, some good days and bad days.",3,Neutral
FB7990,EMP7990,Finance,2024-09-13,Communication from leadership is very poor.,2,Negative
FB7991,EMP7991,Finance,2024-05-08,"Management is alright, some good days and bad days.",3,Neutral
FB7992,EMP7992,Customer Support,2024-08-21,Communication from leadership is very poor.,1,Negative
FB7993,EMP7993,Finance,2024-03-15,"Just doing my daily tasks, things are normal.",3,Neutral
FB7994,EMP7994,HR,2025-02-07,Amazing opportunities for growth and learning.,4,Positive
FB7995,EMP7995,Operations,2024-09-20,Communication from leadership is very poor.,2,Negative
FB7996,EMP7996,HR,2024-06-30,"Just doing my daily tasks, things are normal.",3,Neutral
FB7997,EMP7997,Sales,2025-12-05,The new training program was very helpful.,4,Positive
FB7998,EMP7998,Marketing,2024-05-05,The management is very supportive and I feel valued.,4,Positive
FB7999,EMP7999,IT,2025-09-23,"Poor work-life balance, too much overtime required.",2,Negative
FB8000,EMP8000,HR,2025-03-22,I love the culture and the projects I am working on.,5,Positive
FB8001,EMP8001,Customer Support,2024-09-05,The new training program was very helpful.,4,Positive
FB8002,EMP8002,Marketing,2024-11-09,"Just doing my daily tasks, things are normal.",3,Neutral
FB8003,EMP8003,HR,2025-02-11,"I really enjoy working here, the team is great.",4,Positive
FB8004,EMP8004,Sales,2025-11-29,"Just doing my daily tasks, things are normal.",3,Neutral
FB8005,EMP8005,IT,2024-03-21,"Just doing my daily tasks, things are normal.",3,Neutral
FB8006,EMP8006,Finance,2024-01-10,The compensation is below market average.,1,Negative
FB8007,EMP8007,Engineering,2025-11-23,"Just doing my daily tasks, things are normal.",3,Neutral
FB8008,EMP8008,Customer Support,2025-11-14,The new training program was very helpful.,4,Positive
FB8009,EMP8009,Operations,2025-07-12,Amazing opportunities for growth and learning.,5,Positive
FB8010,EMP8010,Customer Support,2025-04-02,Communication from leadership is very poor.,1,Negative
FB8011,EMP8011,Sales,2024-11-23,Collaborative environment and friendly colleagues.,4,Positive
FB8012,EMP8012,Finance,2025-12-03,"The benefits are fine, but could be better.",3,Neutral
FB8013,EMP8013,HR,2025-08-02,I feel very appreciated by my manager.,5,Positive
FB8014,EMP8014,Customer Support,2025-06-17,"I really enjoy working here, the team is great.",5,Positive
FB8015,EMP8015,HR,2025-02-07,"The benefits are fine, but could be better.",3,Neutral
FB8016,EMP8016,HR,2024-01-25,I feel very appreciated by my manager.,4,Positive
FB8017,EMP8017,Operations,2025-04-01,"Steady work, but not very exciting.",3,Neutral
FB8018,EMP8018,IT,2025-07-03,Collaborative environment and friendly colleagues.,5,Positive
FB8019,EMP8019,IT,2025-03-02,Management doesn't listen to our concerns.,2,Negative
FB8020,EMP8020,Marketing,2024-08-30,Management doesn't listen to our concerns.,2,Negative
FB8021,EMP8021,Customer Support,2025-07-09,"Management is alright, some good days and bad days.",3,Neutral
FB8022,EMP8022,Finance,2024-03-28,Collaborative environment and friendly colleagues.,5,Positive
FB8023,EMP8023,Engineering,2024-06-19,"The benefits are fine, but could be better.",3,Neutral
FB8024,EMP8024,Customer Support,2024-10-17,The management is very supportive and I feel valued.,5,Positive
FB8025,EMP8025,Sales,2024-02-06,Amazing opportunities for growth and learning.,4,Positive
FB8026,EMP8026,Marketing,2024-11-24,"Management is alright, some good days and bad days.",3,Neutral
FB8027,EMP8027,Engineering,2025-05-06,"Poor work-life balance, too much overtime required.",2,Negative
FB8028,EMP8028,HR,2025-12-31,Average workplace experience overall.,3,Neutral
FB8029,EMP8029,Finance,2025-11-19,The compensation is below market average.,1,Negative
FB8030,EMP8030,Marketing,2025-08-22,Great work-life balance and excellent benefits.,5,Positive
FB8031,EMP8031,Finance,2024-06-05,"The work is okay, typical corporate environment.",3,Neutral
FB8032,EMP8032,Operations,2025-01-29,The tools we use are outdated and slow.,2,Negative
FB8033,EMP8033,Sales,2025-07-18,I don't feel valued for the work I do.,1,Negative
FB8034,EMP8034,Customer Support,2024-05-22,The office environment is adequate.,3,Neutral
FB8035,EMP8035,Marketing,2025-12-08,"Poor work-life balance, too much overtime required.",1,Negative
FB8036,EMP8036,Engineering,2025-11-16,Great work-life balance and excellent benefits.,4,Positive
FB8037,EMP8037,Finance,2025-12-30,Communication from leadership is very poor.,1,Negative
FB8038,EMP8038,HR,2024-10-02,Collaborative environment and friendly colleagues.,5,Positive
FB8039,EMP8039,IT,2025-06-04,The management is very supportive and I feel valued.,4,Positive
FB8040,EMP8040,Customer Support,2024-08-30,The office environment is adequate.,3,Neutral
FB8041,EMP8041,HR,2025-04-28,Great work-life balance and excellent benefits.,5,Positive
FB8042,EMP8042,Customer Support,2024-12-08,The management is very supportive and I feel valued.,5,Positive
FB8043,EMP8043,Marketing,2024-03-30,The office environment is adequate.,3,Neutral
FB8044,EMP8044,HR,2025-02-11,Management doesn't listen to our concerns.,2,Negative
